ID,Query,url,identifier,eid,title,creator,publicationName,eIssn,doi,affiliation,
89,Natural Language Processing,https://api.elsevier.com/content/abstract/scopus_id/85185097923,SCOPUS_ID:85185097923,2-s2.0-85185097923,Integrating aesthetics and efficiency: AI-driven diffusion models for visually pleasing interior design generation,Chen J.,Scientific Reports,20452322,10.1038/s41598-024-53318-3,Macau University of Science and Technology,
90,Natural Language Processing,https://api.elsevier.com/content/abstract/scopus_id/85185096603,SCOPUS_ID:85185096603,2-s2.0-85185096603,The role of emotion and social connection during the COVID-19 pandemic phase transitions: a cross-cultural comparison of China and the United States,Lu L.,Humanities and Social Sciences Communications,26629992,10.1057/s41599-024-02744-9,Hohai University,
91,Natural Language Processing,https://api.elsevier.com/content/abstract/scopus_id/85185001266,SCOPUS_ID:85185001266,2-s2.0-85185001266,"Research status, trends, and mechanisms of biochar adsorption for wastewater treatment: a scientometric review",Wang Y.,Environmental Sciences Europe,21904715,10.1186/s12302-024-00859-z,"Chinese Research Academy of Environmental Sciences, Northwest Normal University China",
92,Natural Language Processing,https://api.elsevier.com/content/abstract/scopus_id/85184952368,SCOPUS_ID:85184952368,2-s2.0-85184952368,Federated Freeze BERT for text classification,Galal O.,Journal of Big Data,21961115,10.1186/s40537-024-00885-x,Faculty of Engineering,
93,Natural Language Processing,https://api.elsevier.com/content/abstract/scopus_id/85184951923,SCOPUS_ID:85184951923,2-s2.0-85184951923,Evaluation of AI tools for healthcare networks at the cloud-edge interaction to diagnose autism in educational environments,Pan Y.,Journal of Cloud Computing,2192113X,10.1186/s13677-023-00558-9,Chengdu Sport University,
94,Natural Language Processing,https://api.elsevier.com/content/abstract/scopus_id/85184950990,SCOPUS_ID:85184950990,2-s2.0-85184950990,Keeping it authentic: the social footprint of the trolls’ network,Swed O.,Social Network Analysis and Mining,18695469,10.1007/s13278-023-01161-1,Texas Tech University,
95,Natural Language Processing,https://api.elsevier.com/content/abstract/scopus_id/85184898208,SCOPUS_ID:85184898208,2-s2.0-85184898208,Ontologies4Cat: investigating the landscape of ontologies for catalysis research data management,Behr A.S.,Journal of Cheminformatics,17582946,10.1186/s13321-024-00807-2,Technische Universität Dortmund,
96,Natural Language Processing,https://api.elsevier.com/content/abstract/scopus_id/85184895982,SCOPUS_ID:85184895982,2-s2.0-85184895982,"Correction to: Multi-task approach based on combined CNN-transformer for efficient segmentation and classification of breast tumors in ultrasound images (Visual Computing for Industry, Biomedicine, and Art, (2024), 7, 1, (2), 10.1186/s42492-024-00155-w)",Tagnamas J.,"Visual Computing for Industry, Biomedicine, and Art",25244442,10.1186/s42492-024-00156-9,"Faculté des Sciences Dhar El Mahraz, Université Sidi Mohamed Ben Abdellah",
97,Natural Language Processing,https://api.elsevier.com/content/abstract/scopus_id/85184882161,SCOPUS_ID:85184882161,2-s2.0-85184882161,Exploring elucidation of red dye mixtures on woolen historical textiles via non-destructive spectroscopic analysis and multivariate cluster analysis,Celani C.P.,Heritage Science,20507445,10.1186/s40494-023-01108-x,University of Delaware,
98,Natural Language Processing,https://api.elsevier.com/content/abstract/scopus_id/85184875719,SCOPUS_ID:85184875719,2-s2.0-85184875719,Online hate speech victimization: consequences for victims’ feelings of insecurity,Dreißigacker A.,Crime Science,21937680,10.1186/s40163-024-00204-y,Criminological Research Institute of Lower Saxony,
99,Natural Language Processing,https://api.elsevier.com/content/abstract/scopus_id/85184842289,SCOPUS_ID:85184842289,2-s2.0-85184842289,Graph convolution networks for social media trolls detection use deep feature extraction,Asif M.,Journal of Cloud Computing,2192113X,10.1186/s13677-024-00600-4,Hunan University of Science and Engineering,
0,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186253914,SCOPUS_ID:85186253914,2-s2.0-85186253914,The topology of interpersonal neural network in weak social ties,Kurihara Y.,Scientific Reports,20452322,10.1038/s41598-024-55495-7,Waseda University,
1,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186239170,SCOPUS_ID:85186239170,2-s2.0-85186239170,A hybrid model for stock price prediction based on multi-view heterogeneous data,Long W.,Financial Innovation,21994730,10.1186/s40854-023-00519-w,"University of Chinese Academy of Sciences, Chinese Academy of Sciences",
2,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186237081,SCOPUS_ID:85186237081,2-s2.0-85186237081,Transcriptomic meta-analysis to identify potential antifungal targets in Candida albicans,Hefny Z.A.,BMC Microbiology,14712180,10.1186/s12866-024-03213-8,KU Leuven,
3,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186232234,SCOPUS_ID:85186232234,2-s2.0-85186232234,SiamFDA: feature dynamic activation siamese network for visual tracking,Gu J.,Scientific Reports,20452322,10.1038/s41598-024-55487-7,Sun Yat-Sen University,
4,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186228935,SCOPUS_ID:85186228935,2-s2.0-85186228935,Altered hippocampal neurogenesis in a mouse model of autism revealed by genetic polymorphisms and by atypical development of newborn neurons,Barón-Mendoza I.,Scientific Reports,20452322,10.1038/s41598-024-53614-y,Universidad Nacional Autónoma de México,
5,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186224065,SCOPUS_ID:85186224065,2-s2.0-85186224065,Medical students’ perceptions towards implementing case-based learning in the clinical teaching and clerkship training,Gasim M.S.,BMC Medical Education,14726920,10.1186/s12909-024-05183-x,National Ribat University,
6,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186203063,SCOPUS_ID:85186203063,2-s2.0-85186203063,Self-reported strategy use in working memory tasks,Ritakallio L.,Scientific Reports,20452322,10.1038/s41598-024-54160-3,Åbo Akademi University,
7,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186178544,SCOPUS_ID:85186178544,2-s2.0-85186178544,Construction of knowledge constraints: a case study of 3D structural modeling,Lu C.,Scientific Reports,20452322,10.1038/s41598-024-55115-4,University of Electronic Science and Technology of China,
8,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186174266,SCOPUS_ID:85186174266,2-s2.0-85186174266,Unit-to-unit transfer due to shortage of intensive care beds in Sweden 2015–2019 was associated with a lower risk of death but a longer intensive care stay compared to no transfer: a registry study,Rylander C.,Journal of Intensive Care,20520492,10.1186/s40560-024-00722-6,Akademiska Sjukhuset,
9,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186163497,SCOPUS_ID:85186163497,2-s2.0-85186163497,"The effect of a cognitive training therapy based on stimulation of brain oscillations in patients with mild cognitive impairment in a Chilean sample: study protocol for a phase IIb, 2 × 3 mixed factorial, double-blind randomised controlled trial",Figueroa-Vargas A.,Trials,17456215,10.1186/s13063-024-07972-7,"Facultad de Medicina, Universidad del Desarrollo",
10,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186141070,SCOPUS_ID:85186141070,2-s2.0-85186141070,News and ESG investment criteria: What’s behind it?,Pikatza-Gorrotxategi N.,Social Network Analysis and Mining,18695469,10.1007/s13278-024-01209-w,Universidad del Pais Vasco,
11,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186138132,SCOPUS_ID:85186138132,2-s2.0-85186138132,Leveraging Large Language Models for Clinical Abbreviation Disambiguation,Hosseini M.,Journal of Medical Systems,1573689X,10.1007/s10916-024-02049-z,Zand Institute of Higher Education,
12,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186125112,SCOPUS_ID:85186125112,2-s2.0-85186125112,Evaluating oleaginous yeasts for enhanced microbial lipid production using sweetwater as a sustainable feedstock,Keita V.M.,Microbial Cell Factories,14752859,10.1186/s12934-024-02336-x,"A-Star, Bioprocessing Technology Institute, The University of Sheffield",
13,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85186085775,SCOPUS_ID:85186085775,2-s2.0-85186085775,Differences in Physician Performance and Self-rated Confidence on High- and Low-Stakes Knowledge Assessments in Board Certification,Price D.W.,Journal of Continuing Education in the Health Professions,1554558X,10.1097/CEH.0000000000000487,"University of Colorado School of Medicine, American Board of Family Medicine",
14,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185978260,SCOPUS_ID:85185978260,2-s2.0-85185978260,A multi-class brain tumor grading system based on histopathological images using a hybrid YOLO and RESNET networks,Elazab N.,Scientific Reports,20452322,10.1038/s41598-024-54864-6,Faculty of Computer and Information,
15,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185974683,SCOPUS_ID:85185974683,2-s2.0-85185974683,Time-shifted expression of acetoclastic and methylotrophic methanogenesis by a single Methanosarcina genomospecies predominates the methanogen dynamics in Philippine rice field soil,Li X.,Microbiome,20492618,10.1186/s40168-023-01739-z,"Martin-Luther-Universität Halle-Wittenberg, Max Planck Institute for Terrestrial Microbiology",
16,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185971406,SCOPUS_ID:85185971406,2-s2.0-85185971406,Reinvent 4: Modern AI–driven generative molecule design,Loeffler H.H.,Journal of Cheminformatics,17582946,10.1186/s13321-024-00812-5,AstraZeneca Sweden,
17,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185956403,SCOPUS_ID:85185956403,2-s2.0-85185956403,Induced neural phase precession through exogenous electric fields,Wischnewski M.,Nature Communications,20411723,10.1038/s41467-024-45898-5,College of Science and Engineering,
18,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185930748,SCOPUS_ID:85185930748,2-s2.0-85185930748,Photonic neuromorphic architecture for tens-of-task lifelong learning,Cheng Y.,Light: Science and Applications,20477538,10.1038/s41377-024-01395-4,"Beijing National Research Center for Information Science and Technology, Tsinghua University",
19,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185929353,SCOPUS_ID:85185929353,2-s2.0-85185929353,Investigation of factors regarding the effects of COVID-19 pandemic on college students’ depression by quantum annealer,Choi J.,Scientific Reports,20452322,10.1038/s41598-024-54533-8,Yonsei University,
20,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185921414,SCOPUS_ID:85185921414,2-s2.0-85185921414,An investigation of the on-board microwave radiometer of satellite Altimetry for studying the atmosphere variability,Abdullah N.N.,"Earth, Planets and Space",18805981,10.1186/s40623-024-01978-w,Institut Teknologi Bandung,
21,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185920365,SCOPUS_ID:85185920365,2-s2.0-85185920365,Temporal recalibration in response to delayed visual feedback of active versus passive actions: an fMRI study,Kufer K.,Scientific Reports,20452322,10.1038/s41598-024-54660-2,"Justus-Liebig-Universität Gießen, Philipps-Universität Marburg",
22,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185910313,SCOPUS_ID:85185910313,2-s2.0-85185910313,Natural history and neuro-oncological approach in spinal gangliogliomas: a systematic review,Pereira B.J.A.,Neurosurgical Review,14372320,10.1007/s10143-024-02327-x,Universidade de São Paulo,
23,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185904698,SCOPUS_ID:85185904698,2-s2.0-85185904698,An improved sparrow search algorithm and CNN-BiLSTM neural network for predicting sea level height,Li X.,Scientific Reports,20452322,10.1038/s41598-024-55266-4,East China Institute of Technology,
24,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185903848,SCOPUS_ID:85185903848,2-s2.0-85185903848,Prosody in linguistic journals: a bibliometric analysis,Yan M.,Humanities and Social Sciences Communications,26629992,10.1057/s41599-024-02825-9,Huazhong University of Science and Technology,
25,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185884102,SCOPUS_ID:85185884102,2-s2.0-85185884102,Assembling a multi-platform ensemble social bot detector with applications to US 2020 elections,Ng L.H.X.,Social Network Analysis and Mining,18695450,Dec-24,Carnegie Mellon University,
26,Information Retrieval,https://api.elsevier.com/content/abstract/scopus_id/85185844635,SCOPUS_ID:85185844635,2-s2.0-85185844635,Optimizing IoT intrusion detection system: feature selection versus feature extraction in machine learning,Li J.,Journal of Big Data,,Dec-24,Universiti Teknologi Malaysia,
